reading_order,scene_id,title_kn,source,narration_kn,adapted_dialogue_kn,spoken_words,planning_seconds_low,planning_seconds_high,recorded_take_path,actual_seconds,pronunciation_review,source_completeness_review,performance_approved,caption_file
539,BS02-S01,ಇಂದ್ರಸಭೆಯ ಋಷಿಗಳ ಹೆಸರುಗಳು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22431–22690,"ಇಂದ್ರನ ಸಭೆಯಲ್ಲಿ ನಾರದರು ಪರಾಶರ, ಪರ್ವತ, ಗಾಲವ, ಏಕತ, ದ್ವಿತ, ತ್ರಿತ, ಶಂಖ, ಲಿಖಿತ, ದುರ್ವಾಸ, ಉದ್ದಾಲಕ, ಶ್ವೇತಕೇತು ಮತ್ತು ಇನ್ನೂ ಅನೇಕ ಋಷಿಗಳನ್ನು ಹೆಸರಿಸುತ್ತಾರೆ. ಈ ಹೆಸರುಗಳಲ್ಲಿ ಕೆಲವರ ಕಥೆಗಳನ್ನು ನಾವು ಹಿಂದೆ ಕೇಳಿದ್ದೇವೆ; ಕೆಲವು ಹೆಸರುಗಳು ಇಲ್ಲಿ ಪರಿಚಯವಾಗಿ ಬರುತ್ತವೆ. ಹರಿಶ್ಚಂದ್ರನ ಹೆಸರು ರಾಜರ್ಷಿಯಾಗಿ ವಿಶೇಷವಾಗಿ ಕಾಣುತ್ತದೆ. ಪ್ರತಿಯೊಂದು ಹೆಸರು ಬಂದಾಗ ಹೊಸ ಉಪಕಥೆ ಆರಂಭವಾಗುತ್ತಿದೆ ಎಂದರ್ಥವಲ್ಲ. ಇವರು ಸಭೆಯಲ್ಲಿರುವವರ ಪಟ್ಟಿಯ ಭಾಗ. ಎಲ್ಲಾ ಹೆಸರಿಗೂ ಕಲ್ಪಿತ ಮುಖ ಮತ್ತು ಹೊಸ ಜೀವನಕಥೆಯನ್ನು ಸೇರಿಸುವುದಿಲ್ಲ. ಪಟ್ಟಿಯ ಉದ್ದೇಶ ಆ ಸಭೆಯಲ್ಲಿ ಸೇರಿರುವ ಜ್ಞಾನಪರಂಪರೆಯ ವ್ಯಾಪ್ತಿಯನ್ನು ತೋರಿಸುವುದಾಗಿದೆ.",,63,28,36,,,pending,pending,,
540,V4C03-S01,ಪುಷ್ಕರಮಾಲಿನಿಯ ಅಳತೆ ಮತ್ತು ಸ್ವರೂಪ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22436–22518,"ನಾರದರು ಕಂಡ ಇಂದ್ರಸಭೆಗೆ ಪುಷ್ಕರಮಾಲಿನಿ ಎಂಬ ಹೆಸರು ಬರುತ್ತದೆ. ಅದು ಇಂದ್ರನ ಸತ್ಕರ್ಮಗಳ ಫಲದಿಂದ ಪಡೆದ ದಿವ್ಯ ಸಭೆ. ಅದರ ಅಗಲ ನೂರು ಯೋಜನ, ಉದ್ದ ನೂರೈವತ್ತು ಯೋಜನ ಮತ್ತು ಎತ್ತರ ಐದು ಯೋಜನವೆಂದು ಪಾಠ ವರ್ಣಿಸುತ್ತದೆ. ಇಚ್ಛೆಯಂತೆ ಆಕಾಶದಲ್ಲಿ ಸಂಚರಿಸುವ ಸಾಮರ್ಥ್ಯವೂ ಅದಕ್ಕಿದೆ. ಅಲ್ಲಿ ಮುಪ್ಪು, ದುಃಖ, ಆಯಾಸ ಮತ್ತು ಆತಂಕಗಳಿಲ್ಲ. ದಿವ್ಯ ವೃಕ್ಷಗಳು, ಮನೆಗಳು ಮತ್ತು ಆಸನಗಳಿಂದ ತುಂಬಿದ ಆ ಸಭೆಯಲ್ಲಿ ಇಂದ್ರನು ಶಚಿಯೊಡನೆ ಕುಳಿತಿದ್ದಾನೆ; ಸ್ವರ್ಗಲಕ್ಷ್ಮಿಯ ಉಪಸ್ಥಿತಿಯನ್ನೂ ಪಾಠ ಹೇಳುತ್ತದೆ. ಕಿರೀಟ, ಕೆಂಪು ಅಂಗದ, ಶುಭ್ರ ವಸ್ತ್ರ ಮತ್ತು ವೈವಿಧ್ಯಮಯ ಮಾಲೆಗಳನ್ನು ಧರಿಸಿದ ಅವನ ಸುತ್ತ ಮರುತ್ತುಗಳು, ಸಿದ್ಧ ಗೃಹಸ್ಥರು, ಸಿದ್ಧರು, ದೇವರ್ಷಿಗಳು, ಸಾಧ್ಯರು ಮತ್ತು ದೇವಗಣಗಳು ತಮ್ಮ ಅನುಚರರೊಡನೆ ನೆರೆದಿದ್ದಾರೆ.",,75,33,43,,,pending,pending,,
541,V4C03-S02,ಇಂದ್ರನ ಸುತ್ತಲಿನ ಋಷಿಗಳು: ಮೊದಲ ಬಳಗ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22521–22549,"ನಾರದರು ಈ ಸಭೆಯಲ್ಲಿರುವ ಋಷಿಗಳು ಮತ್ತು ರಾಜನ ಹೆಸರುಗಳನ್ನು ಹೇಳುತ್ತಾರೆ: ಪರಾಶರ, ಪರ್ವತ, ಸಾವರ್ಣಿ, ಗಾಲವ, ಏಕತ, ದ್ವಿತ, ತ್ರಿತ, ಶಂಖ, ಲಿಖಿತ, ಗೌರಶಿರಾ, ದುರ್ವಾಸ, ದೀರ್ಘತಮ, ಯಾಜ್ಞವಲ್ಕ್ಯ, ಭಾಲುಕಿ, ಉದ್ದಾಲಕ, ಶ್ವೇತಕೇತು, ತಾಂಡ್ಯ, ಶಾಟ್ಯಾಯನಿ, ಹವಿಷ್ಠಾನ್, ಹವಿಷ್ಯ, ಹರಿಶ್ಚಂದ್ರರಾಜ, ಹೃದ್ಯ, ಔದರಶಾಂಡಿಲ್ಯ, ಪಾರಾಶರ್ಯ, ಗವಿಷ್ಠದ, ಜಾಬಾಲಿ, ವಾಮದೇವ, ಶಕ್ತಿ, ಗಾರ್ಗ್ಯ, ಸುವಾಮನ. ಇವರನ್ನು ತೇಜಸ್ವಿಗಳು, ಪಾಪರಹಿತರು, ಶ್ರಮದಿಂದ ಮುಕ್ತರು ಮತ್ತು ಸೋಮಪಾನಕ್ಕೆ ಅರ್ಹರು ಎಂದು ವರ್ಣಿಸುತ್ತಾರೆ. ಹರಿಶ್ಚಂದ್ರನಿಗೆ ಇಲ್ಲಿ ಬಂದಿರುವ ವಿಶೇಷ ಸ್ಥಾನವೇ ಮುಂದೆ ಧರ್ಮರಾಜನ ಪ್ರಶ್ನೆಗೆ ಕಾರಣವಾಗಲಿದೆ.",,57,25,33,,,pending,pending,,
542,V4C03-S03,ಇಂದ್ರನ ಸುತ್ತಲಿನ ಋಷಿಗಳು: ಎರಡನೆಯ ಬಳಗ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22552–22581,"ಮುಂದಿನ ನಾಮಪಟ್ಟಿಯಲ್ಲಿ ಈ ಹೆಸರುಗಳು ಬರುತ್ತವೆ: ವಾತಸ್ತಂಭ, ವಿಶಾಖ, ವಿಧಾತ, ಕಾಲ, ಅನಂತದತ್ತ, ತ್ವಷ್ಟಾ, ವಿಶ್ವಕರ್ಮ, ತುಂಬುರು, ಮರುತ್ತ, ಮರೀಚಿ, ಸ್ಥಾಣು ಋಷಿ, ಅತ್ರಿ, ಕಕ್ಷೀವಾನ್, ಗೌತಮ, ತಾರ್ಕ್ಷ್ಯ, ವೈಶ್ವಾನರ ಋಷಿ, ಷಡರ್ತು, ಕವಷ, ಧೌಮ್ಯ, ರೈಭ್ಯ, ನಲ, ಪರಾವಸು, ಸ್ವಸ್ತ್ಯಾತ್ರೇಯ, ಜರತ್ಕಾರು, ಕಹೋಳ, ಕಾಶ್ಯಪ, ವಿಭಾಂಡಕ, ಋಷ್ಯಶೃಂಗ, ಉನ್ಮುಖ, ವಿಮುಖ, ಕಾಲಕವರ್ಷೀಯ, ಸುಶ್ರುತ, ಹಿರಣ್ಯದ, ಸಂವರ್ತ, ವೇದಹವ್ಯ, ವಿಶ್ವಸೇನ. ಈ ಪಟ್ಟಿಯ ಸ್ಥಾಣುವನ್ನು ಕನ್ನಡ ವಿವರಣೆ ಋಷಿ ಎಂದು ಗುರುತಿಸುತ್ತದೆ. ಇದೇ ಹೆಸರನ್ನು ಕೇಳಿದೊಡನೆ ಬೇರೆ ದೈವಪಾತ್ರದ ರೂಪವನ್ನು ಇಲ್ಲಿ ಸೇರಿಸುವ ಅಗತ್ಯವಿಲ್ಲ. ಹೆಸರಿನ ಜೊತೆ ಪಾಠ ಕೊಡುವ ಪಾತ್ರಪರಿಚಯವೂ ಮುಖ್ಯವಾಗಿದೆ.",,66,29,38,,,pending,pending,,
543,V4C03-S04,ತತ್ತ್ವಗಳು ಮತ್ತು ಯಜ್ಞದ ಅಭಿಮಾನಿದೇವತೆಗಳು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22580–22607,"ಇಂದ್ರಸಭೆಯ ಪಟ್ಟಿ ವ್ಯಕ್ತಿಗಳಲ್ಲೇ ನಿಲ್ಲುವುದಿಲ್ಲ. ಜಲ ಮತ್ತು ಔಷಧಿಗಳ ಅಭಿಮಾನಿದೇವತೆಗಳು, ಶ್ರದ್ಧೆ, ಮೇಧೆ ಮತ್ತು ಸರಸ್ವತಿಯೂ ಅಲ್ಲಿ ಇವೆಂದು ಹೇಳುತ್ತದೆ. ಅರ್ಥ, ಧರ್ಮ, ಕಾಮ, ವಿದ್ಯುತ್ ಮತ್ತು ಪೂರ್ವದಿಕ್ಕಿನ ವ್ಯಕ್ತಿರೂಪಗಳು ಬರುತ್ತವೆ. ಯಜ್ಞವನ್ನು ಹೊತ್ತುಕೊಂಡು ಹೋಗುವ ಇಪ್ಪತ್ತೇಳು ಅಗ್ನಿಗಳ ಉಲ್ಲೇಖವಿದೆ. ಅಗ್ನಿ–ಸೋಮ, ಇಂದ್ರ–ಅಗ್ನಿ, ಮಿತ್ರ, ಸವಿತಾ, ಅರ್ಯಮಾ, ಭಗ, ವಿಶ್ವೇದೇವತೆಗಳು, ಸಾಧ್ಯರು ಮತ್ತು ಮಂತ್ರಿಯಾದ ಶುಕ್ರನ ಹೆಸರುಗಳು ಬರುತ್ತವೆ. ಯಜ್ಞ, ದಕ್ಷಿಣೆ, ಗ್ರಹ, ಸೋಮ ಮತ್ತು ಯಜ್ಞಮಂತ್ರಗಳ ಅಭಿಮಾನಿದೇವತೆಗಳನ್ನೂ ಪಾಠ ಪ್ರತ್ಯೇಕಿಸುತ್ತದೆ. ಹೀಗಾಗಿ ಇಲ್ಲಿ ಯಜ್ಞದ ಪದಾರ್ಥಗಳು ಮತ್ತು ಕ್ರಿಯೆಗಳು ತಮ್ಮ ಅಧಿಷ್ಠಾನಶಕ್ತಿಗಳ ಮೂಲಕ ದಿವ್ಯ ಸಭೆಯಲ್ಲಿ ಸೇರಿವೆ ಎಂಬ ಪೌರಾಣಿಕ ಅರ್ಥ ಮೂಡುತ್ತದೆ.",,67,30,38,,,pending,pending,,
544,V4C03-S05,"ಅಪ್ಸರೆಯರು, ಗಂಧರ್ವರು ಮತ್ತು ನಿತ್ಯ ಅತಿಥಿಗಳು",MAHABHARATA-4-AADIPARVA_djvu.txt lines 22610–22679,"ಈ ಸಭೆಯ ಕಲಾವಿದರು ಮತ್ತು ಇತರ ಋಷಿಗಳಲ್ಲಿರುವ ಹೆಸರುಗಳು ಇವು: ರಂಭೆ, ಊರ್ವಶಿ, ಮೇನಕಾ, ಘೃತಾಚಿ, ಪಂಚಚೂಡಾ, ವಿಪ್ರಚಿತ್ತಿ, ವಿಶ್ವಾವಸು, ಚಿತ್ರಸೇನ, ಪರ್ವತ, ತುಂಬುರು, ಬೃಹಸ್ಪತಿ, ಶುಕ್ರಾಚಾರ್ಯ, ಭೃಗು, ಸಪ್ತಋಷಿಗಳು. ವಿದ್ಯಾಧರರು ಮತ್ತು ಗಂಧರ್ವರು ನೃತ್ಯ, ವಾದ್ಯ, ಗೀತೆ ಮತ್ತು ವಿವಿಧ ಭಾವಗಳಿಂದ ಇಂದ್ರನನ್ನು ಸಂತೋಷಪಡಿಸುತ್ತಾರೆ. ಅವನ ಪರಾಕ್ರಮಗಳನ್ನು ಮಂಗಳಸ್ತೋತ್ರಗಳಿಂದ ಹಾಡುತ್ತಾರೆ. ಬ್ರಹ್ಮರ್ಷಿ, ರಾಜರ್ಷಿ ಮತ್ತು ದೇವರ್ಷಿಗಳು ಪ್ರಕಾಶಮಾನ ವಿಮಾನಗಳಲ್ಲಿ ಬಂದು ಹೋಗುತ್ತಾರೆ. ಬೃಹಸ್ಪತಿ ಮತ್ತು ಶುಕ್ರಾಚಾರ್ಯರು ನಿತ್ಯ ಇರುತ್ತಾರೆ; ಬ್ರಹ್ಮನ ಸೂಚನೆಯಂತೆ ಭೃಗು ಮತ್ತು ಸಪ್ತಋಷಿಗಳೂ ನೆರೆದಿರುತ್ತಾರೆ. ಈ ರೀತಿ ನಾರದರು ತಾವು ಕಂಡ ಸಭೆಯನ್ನು ಹೇಳಿ ಯಮಸಭೆಯತ್ತ ಮಾತನ್ನು ತಿರುಗಿಸುತ್ತಾರೆ.",,66,29,38,,,pending,pending,,
545,G41-S03,ಯಮನ ಸಭೆ: ಭಯಕ್ಕಿಂತ ಶಾಂತಿ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22691–23037,"ಅನಂತರ ನಾರದರು ಯಮನ ಸಭೆಯನ್ನು ಹೇಳಿದರು. ವಿಶ್ವಕರ್ಮನು ನಿರ್ಮಿಸಿದ ಆ ಸಭೆ ತೇಜಸ್ಸಿನಿಂದ ಕೂಡಿತ್ತು. ಅಲ್ಲಿ ಅತಿಯಾದ ಬಿಸಿಯೂ ಇಲ್ಲ, ಚಳಿಯೂ ಇಲ್ಲ. ಹಸಿವು, ಬಾಯಾರಿಕೆ, ಮುಪ್ಪು ಮತ್ತು ಶೋಕವೂ ಇಲ್ಲವೆಂದು ವರ್ಣನೆ ತಿಳಿಸುತ್ತದೆ. ಅನೇಕ ರಾಜರು ಮತ್ತು ಮಹಾತ್ಮರು ಅಲ್ಲಿ ನೆರೆದಿದ್ದರು. ಮರಣದ ಹೆಸರನ್ನು ಕೇಳಿದೊಡನೆ ಮೂಡುವ ಕತ್ತಲೆಯ ಕಲ್ಪನೆಗೆ ಬದಲಾಗಿ, ಈ ಪ್ರಸಂಗದಲ್ಲಿ ಸಮತೋಲನ ಮತ್ತು ನೆಮ್ಮದಿಯ ಚಿತ್ರ ಮೂಡುತ್ತದೆ. ಧರ್ಮರಾಜನು ಪೂರ್ವಜರ ಲೋಕದ ಈ ವಿವರಣೆಯನ್ನು ಗಮನವಿಟ್ಟು ಕೇಳಿದನು. ರಾಜವಂಶಗಳ ನೆನಪು ಮತ್ತೊಮ್ಮೆ ಅವನ ವೈಯಕ್ತಿಕ ಕುಟುಂಬದ ನೆನಪಿಗೆ ಹತ್ತಿರವಾಯಿತು.",,60,27,34,,,pending,pending,,
546,BS02-S02,ಒಂದೇ ಹೆಸರು ಎಂದರೆ ಒಂದೇ ವ್ಯಕ್ತಿಯಲ್ಲ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22691–23037,"ಯಮನ ಸಭೆಯ ಪಟ್ಟಿಯಲ್ಲಿ ಶಂತನು ಮತ್ತು ಧರ್ಮರಾಜನ ತಂದೆಯಾದ ಪಾಂಡು ಬರುತ್ತಾರೆ. ಜೊತೆಗೆ ಯಯಾತಿ, ಭರತ, ನಳ, ಭಗೀರಥ, ದಿಲೀಪ, ಸಗರ, ಜನಕ, ದಾಶರಥಿ ರಾಮ ಮತ್ತು ಲಕ್ಷ್ಮಣ ಮೊದಲಾದ ಹಲವು ರಾಜರ ಉಲ್ಲೇಖವಿದೆ. ಜನಮೇಜಯ, ಧೃತರಾಷ್ಟ್ರ, ಸಹದೇವ ಅಥವಾ ಅರ್ಜುನ ಎಂಬ ಹೆಸರುಗಳನ್ನು ಕಂಡಾಗ ಈಗಿನ ಕಥೆಯಲ್ಲಿರುವ ಅದೇ ವ್ಯಕ್ತಿಯೆಂದು ತಕ್ಷಣ ಗುರುತಿಸಬಾರದು. ಮೂಲವೇ ಒಂದೇ ಹೆಸರಿನ ಅನೇಕ ರಾಜರನ್ನು ಎಣಿಸುತ್ತದೆ. ಹೆಸರು, ವಂಶ, ಸಂಬಂಧ ಮತ್ತು ಕಾಲವನ್ನು ಸೇರಿಸಿ ನೋಡಿದಾಗ ಮಾತ್ರ ಸರಿಯಾದ ಗುರುತು ಸಿಗುತ್ತದೆ. ಈ ಪಟ್ಟಿಯನ್ನು ಕಾಲಕ್ರಮದ ಮರಣಸುದ್ದಿಯಂತೆ ಓದುವುದು ತಪ್ಪು.",,62,28,35,,,pending,pending,,
547,V4C04-S01,ಯಮಸಭೆಯ ಪ್ರಕಾಶ ಮತ್ತು ಸಮತೋಲನ,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22696–22751,"ವಿವಸ್ವಂತನ ಪುತ್ರನಾದ ಯಮನಿಗಾಗಿ ವಿಶ್ವಕರ್ಮನು ನಿರ್ಮಿಸಿದ ಸಭೆಯನ್ನು ನಾರದರು ಈಗ ವಿವರಿಸುತ್ತಾರೆ. ಅದರ ಉದ್ದ ಮತ್ತು ಅಗಲ ತಲಾ ನೂರು ಯೋಜನವೆಂದು ಪಾಠ ಹೇಳುತ್ತದೆ. ಅದು ಸೂರ್ಯನಂತೆ ಬೆಳಗುತ್ತಾ ಇಚ್ಛೆಯಂತೆ ಸಂಚರಿಸುತ್ತದೆ. ಅತಿ ಬಿಸಿಯೂ ಇಲ್ಲ, ಅತಿ ಚಳಿಯೂ ಇಲ್ಲ; ಶೋಕ, ಮುಪ್ಪು, ಹಸಿವು, ಬಾಯಾರಿಕೆ, ದೈನ್ಯ, ಕಾರ್ಪಣ್ಯ ಮತ್ತು ಅಪ್ರಿಯ ಅನುಭವಗಳಿಗೆ ಅಲ್ಲಿ ಸ್ಥಾನವಿಲ್ಲವೆಂದು ವರ್ಣನೆ ತಿಳಿಸುತ್ತದೆ. ಮಾನವರು ಮತ್ತು ದೇವತೆಗಳು ಬಯಸುವ ಆಹಾರಗಳು ಹೇರಳವಾಗಿವೆ. ಸುಗಂಧಮಾಲೆಗಳು, ಎಲ್ಲ ಋತುಗಳಲ್ಲಿಯೂ ಹೂವು–ಹಣ್ಣು ಕೊಡುವ ಮರಗಳು ಮತ್ತು ಸುಖಕರ ಜಲಗಳು ಇವೆ. ಇದು ಯಮನ ಸಭೆಯ ಪೌರಾಣಿಕ ವೈಭವದ ವರ್ಣನೆ; ಇಲ್ಲಿ ಅವನ ಸುತ್ತ ನೆರೆದಿರುವ ರಾಜರ ವಿಶಾಲ ಪಟ್ಟಿಯೂ ಬರುತ್ತದೆ.",,72,32,41,,,pending,pending,,
548,V4C04-S02,ಯಮಸಭೆಯ ರಾಜರು: ಮೊದಲ ನಾಮಸಾಲು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22754–22779,"ಯಮನ ಸುತ್ತ ಸಂತೋಷದಿಂದ ನೆರೆದಿರುವ ರಾಜರ ಮೊದಲ ನಾಮಸಾಲು ಹೀಗಿದೆ: ಯಯಾತಿ, ನಹುಷ, ಪೂರು, ಮಾಂಧಾತಾ, ಸೋಮಕ, ನೃಗ, ತ್ರಸದಸ್ಯು, ಚೈತ್ರರಥ, ಕೃತವೀರ್ಯ, ಶ್ರುತಶ್ರವ, ಅರಿಪುಂಡ್ರ, ಸುವಿಘ್ನ, ಕೃತವೇದ, ಕೃತಾಕೃತಿ, ಪ್ರತರ್ದನ, ಶಿಬಿ, ಮಾತ್ಸ್ಯ, ಪೃಥುವಕ್ಷ, ಬೃಹದ್ರಥ, ಐಲವಂಶದ ಮರುತ್ತ, ಕುಶಿಕ, ಸಾಂಕಾಶ್ಯ, ಸಾಂಕೃತಿ, ಭವ, ಶಂತನು, ಸದಶ್ವ, ಊರ್ಮಿ, ಕಾರ್ತವೀರ್ಯ. ಈ ಸಭೆ ರಾಜವಂಶಗಳ ನೆನಪಿನ ವಿಶಾಲ ಸ್ಥಳವಾಗಿದೆ. ಒಂದೇ ಹೆಸರು ಬೇರೆ ವಂಶಗಳಲ್ಲಿ ಮತ್ತೆ ಬಂದರೆ ಅದು ಒಂದೇ ವ್ಯಕ್ತಿಯ ಮರುಪ್ರವೇಶವೆಂದು ತೀರ್ಮಾನಿಸಲಾಗದು.",,54,24,31,,,pending,pending,,
549,V4C04-S03,ಯಮಸಭೆಯ ರಾಜರು: ಎರಡನೆಯ ನಾಮಸಾಲು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22781–22818,"ಮುಂದಿನ ರಾಜನಾಮಸಾಲಿನಲ್ಲಿ ಇವರು ಬರುತ್ತಾರೆ: ಐಲವಂಶದ ಭರತ, ಸುರಥ, ಸುನೀಥ, ನಿಷಧರಾಜ ನಳ, ದಿವೋದಾಸ, ವಸುಮನಾ, ಅಂಬರೀಷ, ಭಗೀರಥ, ವ್ಯಶ್ವ, ಸದಶ್ವ, ವಾಧ್ಯಶ್ವ, ಪಂಚಹಸ್ತ, ಪೃಥುಶ್ರವ, ಋಷಭ, ವೃಷಸೇನ, ಕೂಪ, ಪೃಷದಶ್ವ, ಸುಮನ, ಪುರುಕುತ್ಸ, ಧ್ವಜೀ, ರಥೀ, ಆರ್ಷ್ಟಿಷೇಣ, ದಿಲೀಪ, ಉಶೀನರ, ಉಶೀನರನ ಪುತ್ರ ಪುಂಡರೀಕ, ಯಯಾತಿ, ಭರತ, ಶುಚಿ, ಅಂಗ, ಅರಿಷ್ಟ, ದೇವಾಶ್ವ, ದುಃಷಂತ, ಸಂಜಯ, ಜಯ, ಭಾಗಸ್ವರಿ, ಸುನೀಥ, ನಿಷಧ, ನಿಮಿ, ರಥೀ, ಕರಂಧಮ, ಬಾಹಕ, ಸುದ್ಯುಮ್ನ, ಮಧು, ಕಪೋತರೋಮ, ತೃಣಕ, ಸಹದೇವ, ಅರ್ಜುನ, ದಾಶರಥಿರಾಮ, ಲಕ್ಷ್ಮಣ, ಪ್ರತರ್ದನ. ನಾರದರು ಹೇಳುವ ನಾಮಪಟ್ಟಿ ಮತ್ತು ಈಗ ಜೀವಂತವಾಗಿ ಕೇಳುತ್ತಿರುವವರ ಕಥಾಸ್ಥಾನ ಬೇರೆ.",,67,30,38,,,pending,pending,,
550,V4C04-S04,ಯಮಸಭೆಯ ರಾಜರು: ಮೂರನೆಯ ನಾಮಸಾಲು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22821–22843,"ಇನ್ನೊಂದು ನಾಮಸಾಲಿನಲ್ಲಿ ಈ ಹೆಸರುಗಳನ್ನು ಪಾಠ ದಾಖಲಿಸುತ್ತದೆ: ಅಳರ್ಕ, ಕಕ್ಷಸೇನ, ಗಯ, ಗೌರಾಶ್ವ, ಜಾಮದಗ್ನ್ಯ ಪರಶುರಾಮ, ನಾಭಾಗ, ಸಗರ, ಭೂರಿದ್ಯುಮ್ನ, ಅಧೀರ, ಪೃಥಾಶ್ವ, ಜನಕ, ವೈನ್ಯ, ಪಾರಿಷೇಣ, ಪುರುಜ, ಜನಮೇಜಯ, ಬ್ರಹ್ಮದತ್ತ, ತ್ರಿಗರ್ತ, ರಾಜೋಪರಿಚರ, ಮಹಾಭುಜ, ಮಹಾಜಾನು, ಮಾಯಾಸೃಷ್ಟಹಯ, ಅನಘ, ಪಾದ್ಮ, ಮುಚುಕುಂದ, ಇಂದ್ರದ್ಯುಮ್ನ, ಪ್ರಸೇನಜಿತ್, ಅರಿಷ್ಟನೇಮಿ, ಪ್ರದ್ಯುಮ್ನ, ಪೃಥು, ಜನಕ. ಜನಕ ಎಂಬ ಹೆಸರು ಪಟ್ಟಿಯಲ್ಲಿ ಮತ್ತೆ ಬರುತ್ತದೆ. ಜನಮೇಜಯ ಮತ್ತು ಪ್ರದ್ಯುಮ್ನ ಮೊದಲಾದ ಪರಿಚಿತ ಹೆಸರುಗಳನ್ನೂ ಇಲ್ಲಿನ ಸಂದರ್ಭದೊಂದಿಗೆ ಪ್ರತ್ಯೇಕವಾಗಿಯೇ ಓದುತ್ತೇವೆ. ನಾಮಸಾಮ್ಯವು ವ್ಯಕ್ತಿಯ ಗುರುತಿನ ಸಂಪೂರ್ಣ ಸಾಕ್ಷಿಯಲ್ಲ. ಈ ಆವೃತ್ತಿಯ ಕನ್ನಡ ವಿವರಣೆ ಮಾಯಾಸೃಷ್ಟಹಯ ಎಂದು ಒಟ್ಟಾಗಿ ಹೆಸರು ನೀಡುತ್ತದೆ. ಶ್ಲೋಕದಲ್ಲಿ ಮಾಯಾಸೃಷ್ಟೋ ಹಯೋ ಎಂಬ ಪದವಿಭಾಗವಿದೆ. ಎರಡೂ ಪಾಠರೂಪಗಳನ್ನು ನೆನಪಿಟ್ಟುಕೊಂಡೇ ಈ ಪಟ್ಟಿಯನ್ನು ಓದುತ್ತೇವೆ.",,78,35,45,,,pending,pending,,
551,V4C04-S05,ಮತ್ತೆ ಮತ್ತೆ ಬರುವ ರಾಜನಾಮಗಳು ಮತ್ತು ಸಂಖ್ಯೆಗಳು,MAHABHARATA-4-AADIPARVA_djvu.txt lines 22849–22889,"ನಾರದರು ಕೆಲವು ಹೆಸರುಗಳನ್ನು ವ್ಯಕ್ತಿಗಳಷ್ಟೇ ಅಲ್ಲ, ರಾಜರ ಸಮೂಹಗಳ ರೂಪದಲ್ಲಿಯೂ ಹೇಳುತ್ತಾರೆ. ನೂರು ಮತ್ಸ್ಯಭೂಪಾಲರು, ನೂರು ನೀಪರು, ನೂರು ಗಯರು, ನೂರು ಧೃತರಾಷ್ಟ್ರರು ಮತ್ತು ಎಂಬತ್ತು ಜನಮೇಜಯರು ಎಂಬ ಸಂಖ್ಯೆಗಳು ಬರುತ್ತವೆ. ನೂರು ಬ್ರಹ್ಮದತ್ತರು ಮತ್ತು ಮರುಭೂಮಿಯ ನೂರು ರಾಜರ ಉಲ್ಲೇಖವಿದೆ. ರಾಜರ್ಷಿ ಶಂತನು ಮತ್ತು ಧರ್ಮರಾಜನ ತಂದೆ ಪಾಂಡುವಿನ ಹೆಸರುಗಳು ಸ್ಪಷ್ಟವಾಗಿ ಕೇಳಿಬರುತ್ತವೆ. ಮುಂದಕ್ಕೆ ಋಷಡ್ಡವ, ಶತರಥ, ದೇವರಾಜ, ಜಯದ್ರಥ, ವೃಷಾದರ್ವಿ, ಧಾಮ ಮತ್ತು ಸಮೃದ್ಧಿ ಎಂಬ ನಾಮಗಳಿವೆ. ಶಶಬಿಂದುವಿನ ವಂಶದಲ್ಲಿ ಅನೇಕ ಅಶ್ವಮೇಧಗಳನ್ನು ಭೂರಿದಕ್ಷಿಣೆಯೊಂದಿಗೆ ಮಾಡಿದ ಸಾವಿರಾರು ರಾಜರೂ ಅಲ್ಲಿ ಇದ್ದರೆಂದು ಪಾಠ ಹೇಳುತ್ತದೆ. ಈ ಪುಣ್ಯಕೀರ್ತಿಯ ರಾಜರ್ಷಿಗಳ ಸಮೂಹದಲ್ಲಿ ತನ್ನ ತಂದೆಯಿರುವ ವಿಷಯ ಧರ್ಮರಾಜನಿಗೆ ವೈಯಕ್ತಿಕವಾಗಿ ಹತ್ತಿರವಾಗುತ್ತದೆ.",,72,32,41,,,pending,pending,,
